Title/Subtitle,Checkouts - Local Patrons,Checkouts - Visiting Patrons
Captain Underpants and the tyrannical retaliation of the Turbo Toilet 2000,17,0
Captain Underpants and the wrath of the wicked Wedgie Woman : the fifth epic novel,158,1
The captain's dog : my journey with the Lewis and Clark tribe,1,0
The capture,56,1
The capture,57,0
Car,35,0
Card games for kids,8,0
Cardboard,65,0
The cardboard kingdom,20,2
Care and feeding of sprites,0,0
Cargo planes,14,0
Caring for your guinea pig,21,0
Carl Lewis : legend chaser,0,0
Carl Sandburg,0,0
Carlos and the squash plant,15,0
Carlos is gonna get it,3,0
Carlota no dice ni pío,1,1
Carl's afternoon in the park,1,0
Carnaval a media luz,3,0
Carnival at candlelight,55,0
Carnivores,68,3
The carnivorous carnival,22,0
Carnivorous plants,1,0
La carrera de autos = The car race,15,0
La carrera más loca del mundo,37,0
Carrie measures up,2,0
Carrier war : aircraft carriers in World War II,0,0
Carros,0,0
The carrot seed,8,1
Cars,9,0
Cars and trucks,11,0
Cars on Mars : roving the red planet,5,0
Cars on the move,25,0
Cartas a ratón Pérez,1,0
Las cartas especiales de la abuela,15,2
"The cartoon book 2 : more hints on drawing cartoons, caricatures and comic strips",6,1
Cartoons and cartooning,1,0
Cartwheel Katie,6,0
La casa de Lily y Milo,2,0
La casa en el árbol de 13 pisos,2,0
La casa en el árbol de 26 pisos,0,1
La casa en el arbol de 39 pisos,0,0
La casa en el arbol de 52 pisos,3,0
La casa en Mango Street,4,1
Las casas de los insectos,1,0
The case of the Baker Street Irregular : a Sherlock Holmes story,3,0
The case of the barfy birthday : and other super-scientific cases),0,0
The case of the cat's meow,0,0
The case of the cool-itch kid,2,0
The case of the deadly ha-ha game,1,0
The case of the gasping garbage,5,0
The case of the golden key,4,0
The case of the graveyard ghost : and other super-scientific cases),6,0
The Case of the Haunted Hound.,18,0
The case of the haystack kitties,2,0
The case of the missing bird dog,0,0
The case of the missing marquess : an Enola Holmes mystery,0,0
The case of the monkey burglar,5,0
The case of the Mossy Lake monster : and other super-scientific cases),1,0
The case of the puzzling possum,6,0
The case of the raging rottweiler,0,0
The case of the Saddle House robbery,0,0
The case of the Santa Claus mystery,3,0
The case of the secret password,0,0
The case of the spoiled rotten spy,3,0
The case of the stolen baseball cards,2,0
The case of the vanishing fishhook,0,0
The case of the weird blue chicken : the next misadventure,12,0
El casillero se comío a Lucía!,7,0
La casita de Esperanza,1,0
Un caso grave de rayas,53,0
The Castafiore emerald,19,1
El castillo de los guerreros sin cabeza,15,0
Un castillo embrujado en la noches de Halloween,1,0
El castillo misterioso = Mystery Castle,1,0
Castle,0,0
Castle,1,0
Castle,3,0
Castle,3,0
Castle,5,0
The Castle Corona,5,0
Castle Dracula : Romania's vampire home,4,0
Castle : how it works,2,0
The castle in the attic,0,0
The Castle of Llyr,0,0
Castles and forts,3,0
Castles and palaces,2,0
"Castles, pyramids and palaces",0,0
Cat,0,0
Cat and mouse in a haunted house,33,1
The cat came back,0,0
The cat in the hat,8,0
The cat in the hat,265,10
The cat in the hat beginner book dictionary in Spanish.,2,0
The cat in the hat comes back,29,0
Cat in the hat song book,1,0
Cat Kid comic club,6,0
Cat Kid comic club. Collaborations,9,4
Cat Kid comic club. On purpose,5,1
Cat poems,1,0
"Cat the cat, who is that?",61,2
"The cat, the dog, Little Red, the exploding eggs, the wolf, and Grandma",6,1
The cat who walked across France,8,0
The cat who wished to be a man.,0,0
Catalina Magdalena Hoopensteiner Wallendiner Hogan Logan Bogan was her name,5,0
Catch that cookie!,29,1
Catching the moon : the story of a young girl's baseball dream,3,0
Cats,6,0
Cats,7,1
Cats,14,1
Cats,21,2
Cats and kittens,46,3
Cats at the campground,2,0
Cat's colors,0,0
"Cat's cradle, owl's eyes : a book of string games",0,0
Cats : in from the wild,20,1
The cats in Krasinski Square,25,3
Cats in the city,14,0
Cats : nature and nurture,1,0
The cats of Roxville Station,0,0
Cats of the Clans,5,0
The cat's quizzer,36,1
The cat's tale : why the years are named for animals,5,0
Cats that roar!,9,0
CatStronauts. Digital disaster,44,4
CatStronauts : mission moon,231,16
CatStronauts : race to Mars,80,5
CatStronauts : robot rescue,52,4
CatStronauts. Slapdash science,29,2
CatStronauts. Space station situation,82,6
Catundra,1,0
Catundra,1,0
Caught,5,0
Caught,10,0
Cave animals,8,1
Cave of the dark wind : a Never Land book,2,0
Caves,0,0
Caves,3,0
Caves,12,0
El cazador,45,0
The cazuela that the farm maiden stirred,1,0
The cazuela that the farm maiden stirred,55,5
Cece Rios and the desert of souls,11,2
Celebraciones alrededor del mundo,0,0
Celebrate America : in poetry and art,0,0
Celebrate Halloween,28,1
Celebrate Passover,0,1
Celebrate : stories of the Jewish holidays,0,0
Celebrate the 50 states,5,0
Celebrate Valentine's Day,21,0
Celebration!,0,0
Celebration : the story of American holidays,0,0
Celebrations!,4,1
Celebrations of light : a year of holidays around the world,8,0
Celebremos el carnaval!,0,0
Celebremos el Día de los Muertos!,1,0
Celebremos el Mes de la Herencia Hispana!,0,0
"Celeste, el hada azul",36,0
Celestino Pialli's animal ABC,4,0
El cementerio de los espectros sangrantes,6,0
Cendrillon : a Caribbean Cinderella,17,0
Cenicienta : la novela gráfica,6,0
Center of attention,0,0
César Chávez,3,0
Cesar E. Chavez,1,0
Cha-cha chimps,12,1
[Chaghan dalgyal],0,0
Chains,5,0
A chair for my mother,1,0
Chalk,0,0
The chalk box kid,0,0
"Chameleon, chameleon",24,2
Chameleons,10,1
The champions of Appledore,2,0
Championship paper planes,6,0
Chancho el campeón,2,1
Chancho el mentiroso,6,3
Chancho el pug,4,0
Chancho la estrella,0,1
"Change it! : solids, liquids, gases and you",0,0
Change sings : a children's anthem,12,0
Change the game : a graphic novel,4,0
Changes for Kirsten : a winter story,2,0
Changes for Molly : a winter story,2,0
The changing earth,10,0
The changing of the guard,22,0
Chanukah in Chelm,4,0
Charlie and the chocolate factory,32,0
Charlie and the chocolate factory,57,1
Charlie and the chocolate factory Charlie and the great glass elevator,90,1
Charlie and the great glass elevator,10,0
"Charlie and the great glass elevator : the further adventures of Charlie Bucket and Willy Wonka, chocolate-maker extraordinary",24,0
Charlie Anderson,3,0
Charlie Bone and the beast,2,0
Charlie Bone and the castle of mirrors,4,0
Charlie Bone and the hidden king,3,0
Charlie Bone and the invisible boy,6,0
Charlie Bone and the shadow,5,0
Charlie Bone and the time twister,5,0
The Charlie Brown dictionary,0,0
Charlie Cook's favorite book,19,1
Charlie Joe Jackson's guide to extra credit,12,0
Charlie Joe Jackson's guide to making money,29,0
Charlie Joe Jackson's guide to not reading,107,1
Charlie Joe Jackson's guide to summer vacation,24,0
"""Charlie needs a cloak""",4,1
"""Charlie needs a cloak.""",9,2
Charlie the ranch dog : where's the bacon?,5,0
Charlie y la f̀abrica de chocolate,23,0
Charlie's raven,0,0
Charlotte the scientist is squished,1,0
Charlotte's web,0,0
Charlotte's web,51,0
Charlotte's web,92,1
The charm bracelet,49,0
"Chasing bats and tracking rats : urban ecology, community science, and how we share our cities",2,0
Chasing Redbird,2,0
Chasing the Falconers,2,0
Chasing Vermeer,1,3
Chato's kitchen,0,0
Chattanooga sludge,0,0
Cheeky chinchillas,9,0
Cheerleading,0,0
The cheese,10,1
Cheetah,72,2
The cheetah : fast as lightning,20,0
Cheetahs,15,0
Cheetahs,17,0
Cheetahs,19,0
Cheetahs,23,0
Cheetahs,33,2
Cheetahs,48,1
Chef Roy Choi and the street food remix,1,0
Chemicals in action,2,0
Chemicals & reactions,1,0
Chemistry,0,0
Cherish today : a celebration of life's moments,0,0
Cherokee Indians,0,0
Cheryl the Christmas tree fairy,98,2
Chess for kids,0,0
Chess puzzles,4,0
Chester,9,0
Chester,134,5
Chester and Gus,3,0
Chester Chipmunk's Thanksgiving,0,0
Chester Nez and the unbreakable code : a Navajo code talker's story,0,0
"Chester, the worldly pig",0,0
Chester van Chime who forgot how to rhyme,0,0
Chester's back!,64,3
Chester's masterpiece,70,1
Chester's way,21,2
Chewbacca and the slavers of the Shadowlands,23,1
The Cheyenne,0,0
Chez Bob,0,0
Chica chica bum bum,11,0
Chica detective Shelby Holmes es genial,1,1
Chicago Bears,9,0
Chick and Brain. Smell my foot!,5,1
The chick that wouldn't hatch,16,0
The chick that wouldn't hatch,17,1
Chicka chicka boom boom,57,3
Chickadee : criminal mastermind,0,0
Chicken and Cat clean up,10,0
Chicken Big!,29,0
Chicken dance,3,0
Chicken Little,6,0
Chicken Little,24,3
Chicken Little : the real and totally true tale,0,0
"Chicken said, ""Cluck!""",7,0
Chicken soup for the girl's soul : real stories by real girls about real stuff,6,0
"Chicken soup for the pet lover's soul : stories about pets as teachers, healers, heroes, and friends",0,0
"Chicken soup for the preteen soul : 101 stories of changes, choices, and growing up for kids ages 9-13",2,0
Chicken soup with rice : a book of months,1,0
The Chicken Squad : the first misadventure,7,0
Chicken Sunday,0,0
Chickens,4,0
Chickens aren't the only ones,2,0
Chickens to the rescue,21,0
Chico,4,1
Chief Joseph,0,0
Chief Joseph,0,0
Chief Joseph,2,0
Chief Joseph : Nez Perce peacekeeper,0,0
"Chief Joseph, Nez Perce warrior",0,0
Chief Joseph of the Nez Perce : a photo-illustrated biography,0,0
Chief Timothy : Pacific Northwest history through the lives of Native Americans,0,0
Chihuahuas,15,2
[Chiisana akai mendori to mugi no tane] = The Little Red Hen and the grains of wheat,0,0
Children from Australia to Zimbabwe : a photographic journey around the world,0,0
Children just like me,2,0
Children make terrible pets,33,0
Children of the relocation camps,1,0
The children of Topaz : the story of a Japanese American internment camp : based on a classroom diary,0,0
Children of Vietnam,2,0
A children's almanac of words at play,0,0
"The children's animal atlas : how animals have evolved, where they live today, why so many are in danger",14,1
The children's atlas of exploration,0,0
The children's atlas of natural wonders,2,0
The children's atlas of people and places : travel the world and visit people in far-off lands,1,0
The children's atlas of the human body,8,0
Children's atlas of world wildlife,3,0
The children's book of virtues,6,0
Children's clothing of the 1800s,1,0
Children's Dictionary.,1,0
A children's zoo,3,0
A child's bestiary,0,0
A child's book of art : great pictures : first words,1,0
"A child's book of play in art : great pictures, great fun",0,0
Chile,0,0
Chill of the ice dragon,50,2
Chill-out Scooby-Doo!,37,1
Chill out Scooby-Doo!,45,4
The chilly mammoth,3,0
Chimpanzees,1,0
Chimpanzees,3,0
China,0,0
China,1,0
China,1,0
China,1,0
China,2,0
China,2,0
China,3,0
China,6,0
China,9,1
China homecoming,0,0
China : old ways meet new,4,0
China : the dragon awakes,7,0
"Chinese brain twisters : fast, fun puzzles that help children develop quick minds",4,0
Chinese Cinderella : the true story of an unwanted daughter,0,0
The Chinese mirror,0,0
Chinese mother goose rhymes : Ju tzu ko t̮,0,0
Chinese New Year,9,1
Chinese New Year's dragon,0,0
Chinese writing : an introduction,0,0
Chinook Indians,0,0
Chirp,1,0
Chirping crickets,2,0
Chloe and the lion,59,4
Chocolate,3,0
Chocolate : a sweet history,5,0
The chocolate-covered contest,0,0
Chocolate me!,5,0
A chocolate moose for dinner,0,0
[Ch'odŭng haksaeng i araya hal] : [kwahak 100-kaji],0,0
Chomp,9,1
Choosing Brave : How Mamie Till-Mobley and Emmett Till Sparked the Civil Rights Movement,0,0
Chopsticks,44,2
Chowder,4,1
Christianity,1,0
Christianity in Mexico,3,0
Christmas,9,1
Christmas,27,0
"Christmas after all : the Great Depression diary of Minnie Swift, Indianapolis, Indiana 1932",12,0
A Christmas carol,1,0
Christmas catastrophe,82,0
Christmas in Camelot,85,1
Christmas in many cultures,30,1
"Christmas in the big house, Christmas in the quarters",0,0
The Christmas party,0,0
The Christmas rat,0,0
Christmas remembered,1,0
A Christmas tale,105,0
The Christmas toy factory,97,1
Christmas traditions around the world,6,0
Christmas trolls,0,0
Christmas with Rita and Whatsit,2,0
The Christmas wolf,0,0
Christopher Columbus,4,0
Christopher Columbus : a great explorer,3,0
Chronicle of America.,2,0
The chronicles of Narnia,23,0
"The chronicles of Narnia The lion, the witch and the wardbrobe : the quest for Aslan",12,0
Chrysanthemum,54,4
Chu Ju's house,0,0
Chugga-chugga choo-choo,21,1
The church mice and the ring,15,1
Churro and the magician,0,0
Chu's day,21,1
Chu's day at the beach,13,0
Chu's first day of school,31,2
El ciclo de vida de un salmón,1,2
Los cien vestidos,7,3
Ciencias,0,0
"Cilla Lee-Jenkins, future author extraordinaire",2,0
Cilla Lee-Jenkins : the epic story,2,0
Cinco de Mayo,7,0
Cinco enfados,3,0
Cincuenta en la cebra : contando con los animales = Fifty on the zebra : counting with the animals,3,0
Cinder Edna,11,0
Cinderella,6,1
Cinderella,29,2
Cinderella,57,2
Cinderella : or The little glass slipper,7,0
Cinderella penguin : or The little glass flipper,17,0
The Cinderella rebus book,2,0
Cinderella Smith,8,0
Cinderella stories around the world : 4 beloved tales,27,1
Cinderellis and the glass hill,0,0
Cinderhazel : The Cinderella of Halloween,2,0
Cinders : a chicken Cinderella,13,1
The circulatory system,0,0
The circus comes home,0,0
Circus Mirandus,0,0
The circus ship,57,1
A city,3,0
The city ABC book,8,2
City chicken,1,0
City chickens,4,1
"City Dog, Country Frog",14,1
City in the clouds,11,0
The City of Ember,2,0
"City of light, city of dark : a comic book novel",7,0
City of the dead,2,0
City of the Rats,5,0
City of thieves,7,1
City Spies,11,3
A city through time,3,0
Civil war.,0,0
Civil War,3,0
Civil War,3,0
The Civil War : An Illustrated History,0,0
Claim to fame,2,0
Clamshell Boy : a Makah legend,3,3
Clara Barton,1,0
Clara Barton and her victory over fear,0,0
"Clarice Bean, don't look now",12,0
Claro y oscuro en la clase de arte,2,0
Clash,4,0
Clash of the sky galleons,2,0
Class act,3,0
Class Act,17,0
Class mom,4,0
The class pet from the Black Lagoon,19,0
Class picture day,9,0
Classics of the Royal Ballet,2,0
Classification,0,0
Classifying reptiles,5,0
The classroom at the end of the hall,1,0
The classroom pet,9,0
Claudia and mean Janine,0,0
Claudia and the middle school mystery,1,0
Claudia and the phantom phone calls,0,0
"Claudia, el hada de los accesorios",27,1
Claw of the werewolf,17,0
Clay,18,0
Clayton Byrd goes underground,3,0
Clean getaway,5,0
Clean getaway,10,5
Clementine,19,2
Clementine : Friend of the Week,10,0
Clementine's letter,10,0
Cleo Porter and the body electric,17,1
"Cleopatra in space. Book five, Fallen empires",3,0
"Cleopatra in space. Book four, The Golden Lion",0,0
"Cleopatra in space. Book one, Target practice",27,2
"Cleopatra in space. Book three, Secret of the time tablets",4,0
"Cleopatra in space. Book two, The thief and the sword",4,1
Clever Ali,4,0
The clever dolphin,8,1
Clever Jack takes the cake,6,1
Clever Tom and the leprechaun : an old Irish story,14,2
"Clic, clac, muu : vacas escritoras",46,1
"Clic, clac, plif, plaf : una aventura de contar",4,0
Click,0,0
Click,4,1
Click,29,0
Click : a book about cameras and taking pictures,9,0
"Click, clack, boo! : a tricky treat",25,0
"Click, clack, Ho! Ho! Ho!",16,0
"Click, clack, moo cows that type.",0,0
"Click, clack, moo : cows that type",17,1
"Click, clack, peep!",15,1
"Click, clack, splish, splash : a counting adventure",18,0
Cliff-hanger,0,0
Clifford at the circus,51,0
"Clifford, el gran perro colorado",9,1
Clifford goes to dog school,56,1
Clifford keeps cool,30,0
Clifford la colección,51,2
Clifford makes a friend,52,0
Clifford takes a trip,62,2
"Clifford, the big red dog",62,2
